symbol,bars,close,rsi,rsi_state,rsi_trend,rsi_div,stoch_k,stoch_d,stoch_cross,stoch_state,stoch_div,bb_pos,bb_width_pct,bb_squeeze,bb_state,ichi_price_cloud,ichi_tk,ichi_chikou,ichi_twist_ahead,cci,cci_state,williams_r,wr_state,obv_trend,obv_div,mfi,mfi_state,macd,macd_signal,macd_hist,macd_pos,macd_hist_state,macd_cross,macd_zero,ema20,ema50,ema200,ema_alignment,ema200_slope,px_vs_e20,px_vs_e50,px_vs_e200,adx,adx_regime,di,adx_dir,supertrend,supertrend_flip,atr,atr_pct,atr_state,vwap20,px_vs_vwap,vwap_dist_pct,pivot_P,pivot_R1,pivot_S1,wpivot_R1,wpivot_S1,px_vs_wpivot
DALMIASUG,350,367.4,60.9,neutral,falling,none,53.3,52.6,bull,neutral,none,above_mid,19.35,False,expanding,above,bullish,above,bull,110.3,strong_up,-40.8,neutral,flat,none,91.0,overbought,6.779,4.411,2.368,above_signal,contracting_pos,none,above,352.51,347.7,341.21,bullish,rising,above,above,above,35.6,trending,+DI>-DI,rising,green_buy,none,13.67,3.72,expanding,368.13,below,-0.2,370.73,378.87,359.27,388.93,334.53,mid_range
ROLEXRINGS,352,157.89,68.7,neutral,rising,none,76.9,70.7,none,neutral,none,above_upper,14.25,True,expanding,above,bullish,above,bull,124.8,strong_up,-16.3,overbought,rising,none,79.3,neutral,2.555,1.15,1.405,above_signal,expanding_pos,bull,above,146.94,143.82,137.02,bullish,rising,above,above,above,23.7,transitional,+DI>-DI,rising,green_buy,buy_flip,5.32,3.37,expanding,149.77,above,5.42,156.23,160.46,153.66,144.26,137.61,above_R2
BSE,352,3581.8,31.8,neutral,falling,none,18.3,32.2,bear,oversold,none,below_lower,10.35,True,contracting,inside,bearish,below,bear,-123.3,strong_down,-97.4,oversold,falling,none,32.5,neutral,-69.121,-50.112,-19.009,below_signal,expanding_neg,none,below,3807.0,3808.96,3240.6,mixed,rising,below,below,above,15.2,choppy,-DI>+DI,falling,red_sell,none,111.64,3.12,contracting,3819.81,below,-6.23,3613.77,3656.03,3539.53,3898.87,3677.47,below_S1
DEEPINDS,352,476.0,53.2,neutral,rising,none,76.1,66.7,none,neutral,none,above_mid,10.41,True,contracting,below,bearish,below,bear,24.6,above0,-17.7,overbought,rising,bullish,65.7,neutral,-4.138,-6.41,2.272,above_signal,expanding_pos,bull,below,468.15,469.9,455.28,mixed,rising,above,above,above,16.8,choppy,+DI>-DI,falling,red_sell,none,17.9,3.76,expanding,466.12,above,2.12,473.72,487.28,462.43,478.3,443.2,mid_range
GULPOLY,351,176.73,36.7,neutral,falling,none,8.0,13.5,bear,oversold,bullish,below_mid,15.51,True,contracting,below,bearish,below,bear,-92.4,below0,-91.8,oversold,falling,bullish,52.5,neutral,-3.837,-2.163,-1.674,below_signal,expanding_neg,none,below,189.14,189.02,172.65,bullish,rising,below,below,above,14.3,choppy,-DI>+DI,falling,red_sell,sell_flip,7.78,4.4,contracting,193.29,below,-8.57,177.77,181.04,173.46,200.21,181.46,below_S1
AEGISVOPAK,283,271.24,57.7,neutral,falling,bearish,55.1,62.5,bear,neutral,bearish,above_mid,36.84,False,expanding,above,bullish,above,none,26.4,above0,-49.6,neutral,rising,none,68.6,neutral,16.225,16.86,-0.635,below_signal,expanding_neg,bear,above,261.69,237.76,227.34,bullish,rising,above,above,above,45.0,trending,+DI>-DI,rising,green_buy,none,15.8,5.83,expanding,273.89,below,-0.97,269.39,276.39,264.25,302.94,259.99,mid_range
CNL,350,916.55,75.7,overbought,rising,none,69.6,68.7,bull,neutral,bearish,above_mid,36.71,False,expanding,above,bullish,above,none,113.7,strong_up,-29.0,neutral,rising,none,95.0,overbought,58.126,46.05,12.077,above_signal,contracting_pos,none,above,818.61,745.22,690.15,bullish,rising,above,above,above,59.3,trending,+DI>-DI,rising,green_buy,none,47.07,5.14,expanding,869.33,above,5.43,916.83,927.67,905.72,915.62,762.77,above_R1
PFOCUS,351,289.47,69.5,neutral,rising,none,89.1,90.4,bear,overbought,none,above_mid,42.14,False,expanding,inside,bullish,above,bull,161.3,strong_up,-7.9,overbought,rising,none,90.3,overbought,11.007,3.612,7.395,above_signal,expanding_pos,none,above,252.28,251.66,236.26,bullish,rising,above,above,above,30.3,trending,+DI>-DI,rising,green_buy,none,13.43,4.64,expanding,255.48,above,13.3,288.36,293.51,284.31,265.91,238.24,above_R2
MANGLMCEM,350,986.6,72.8,overbought,rising,none,73.5,78.5,bear,neutral,bearish,above_mid,13.09,True,contracting,above,bullish,above,bull,62.3,above0,-28.9,neutral,rising,none,74.3,neutral,29.205,24.119,5.086,above_signal,contracting_pos,none,above,936.68,901.81,838.02,bullish,rising,above,above,above,36.4,trending,+DI>-DI,rising,green_buy,none,30.79,3.12,expanding,940.31,above,4.92,982.67,997.28,971.98,981.7,932.7,above_R1
FUSION,351,225.89,63.7,neutral,falling,bearish,71.1,75.7,none,neutral,bearish,above_mid,38.98,False,contracting,above,bullish,above,bull,40.0,above0,-30.7,neutral,rising,none,81.3,overbought,12.578,12.127,0.451,above_signal,contracting_pos,none,above,214.52,198.61,181.67,bullish,rising,above,above,above,34.8,trending,+DI>-DI,rising,green_buy,none,10.68,4.73,expanding,212.57,above,6.27,225.38,230.91,220.37,245.09,219.89,mid_range
ARMANFIN,351,1958.2,70.8,overbought,rising,none,76.4,79.1,bear,neutral,none,above_mid,27.95,False,expanding,above,bullish,above,bull,127.9,strong_up,-27.3,neutral,rising,none,85.7,overbought,78.801,51.638,27.163,above_signal,contracting_pos,none,above,1807.48,1722.56,1610.8,bullish,rising,above,above,above,29.8,trending,+DI>-DI,rising,green_buy,buy_flip,77.95,3.98,expanding,1852.1,above,5.73,1947.13,1979.87,1925.47,1897.93,1708.03,above_R1
MMFL,352,527.6,71.5,overbought,rising,none,88.4,85.5,bull,overbought,none,above_mid,24.02,False,expanding,above,bullish,above,bull,100.2,strong_up,-7.4,overbought,rising,none,91.0,overbought,17.39,13.573,3.817,above_signal,contracting_pos,none,above,496.76,477.19,429.24,bullish,rising,above,above,above,30.5,trending,+DI>-DI,rising,green_buy,none,18.58,3.52,contracting,494.23,above,6.75,524.48,536.32,515.77,538.17,497.47,mid_range
GOKULAGRO,352,211.74,44.3,neutral,rising,none,52.2,55.7,bear,neutral,none,below_mid,9.18,True,contracting,below,bearish,below,bear,-5.5,below0,-52.8,neutral,falling,none,48.3,neutral,-2.806,-3.56,0.754,above_signal,contracting_pos,none,below,214.65,216.97,196.6,mixed,rising,below,below,above,16.2,choppy,-DI>+DI,falling,red_sell,none,7.85,3.71,expanding,214.5,below,-1.29,212.96,216.78,207.91,224.65,205.39,mid_range
AXISCADES,352,1548.0,34.3,neutral,rising,none,25.3,33.0,bear,neutral,none,below_mid,21.9,True,contracting,below,bearish,below,bear,-57.5,below0,-83.7,oversold,falling,bullish,48.3,neutral,-72.05,-71.506,-0.544,below_signal,expanding_neg,bear,below,1656.52,1738.22,1584.03,mixed,rising,below,below,below,24.9,transitional,-DI>+DI,rising,red_sell,none,75.77,4.89,contracting,1663.38,below,-6.94,1553.07,1567.93,1533.13,1674.1,1517.3,mid_range
KIMS,352,802.95,51.2,neutral,falling,none,21.5,22.9,none,neutral,none,below_mid,6.94,True,contracting,above,bearish,above,none,-40.7,below0,-81.0,oversold,rising,bullish,54.4,neutral,7.082,11.311,-4.229,below_signal,expanding_neg,none,above,805.37,779.76,714.97,bullish,rising,below,above,above,21.2,transitional,+DI>-DI,falling,green_buy,none,21.99,2.74,contracting,813.5,below,-1.3,801.02,809.98,793.98,851.93,783.93,mid_range
SOMANYCERA,350,522.55,51.8,neutral,flat,none,43.9,53.5,bear,neutral,none,below_mid,7.62,True,contracting,above,bullish,above,none,-39.7,below0,-60.8,neutral,falling,bullish,70.1,neutral,4.803,6.184,-1.381,below_signal,expanding_neg,none,above,522.54,505.24,464.23,bullish,rising,above,above,above,35.3,trending,+DI>-DI,rising,green_buy,none,19.16,3.67,expanding,528.0,below,-1.03,519.88,527.32,515.12,540.77,501.42,mid_range
TAALTECH,62,3933.0,60.9,neutral,falling,none,82.1,84.1,bear,overbought,none,above_mid,34.22,False,expanding,n/a,n/a,n/a,n/a,69.6,above0,-23.2,neutral,rising,none,86.5,overbought,186.918,170.994,15.923,above_signal,contracting_pos,none,above,3748.93,3479.12,,n/a (short),n/a,above,above,n/a,41.9,trending,+DI>-DI,rising,green_buy,none,225.88,5.74,expanding,3804.64,above,3.37,3986.93,4067.87,3852.07,4017.37,3682.47,mid_range
SIS,351,433.6,55.8,neutral,rising,none,81.8,73.8,none,overbought,none,above_mid,6.22,True,expanding,above,bearish,above,none,10.5,above0,-27.5,neutral,rising,none,57.4,neutral,6.119,6.772,-0.653,below_signal,expanding_neg,none,above,430.46,411.67,364.31,bullish,rising,above,above,above,48.3,trending,+DI>-DI,falling,green_buy,none,13.26,3.06,contracting,446.21,below,-2.83,434.28,440.62,427.27,445.58,423.78,mid_range
NETWEB,352,4244.3,42.0,neutral,rising,none,22.1,23.9,bear,neutral,none,below_mid,25.71,True,contracting,inside,bearish,above,none,-62.7,below0,-80.6,oversold,falling,none,39.0,neutral,-63.682,-27.861,-35.821,below_signal,contracting_neg,none,below,4429.31,4351.33,3645.72,bullish,rising,below,below,above,18.1,choppy,-DI>+DI,falling,red_sell,none,181.97,4.29,contracting,4568.15,below,-7.09,4260.43,4300.87,4203.87,4455.53,4153.73,mid_range
NUVAMA,352,1863.1,57.2,neutral,falling,none,52.8,63.8,none,neutral,bearish,above_mid,16.88,True,contracting,above,bullish,above,none,6.6,above0,-57.1,neutral,rising,none,68.3,neutral,71.412,81.765,-10.354,below_signal,expanding_neg,bear,above,1833.69,1695.02,1471.66,bullish,rising,above,above,above,47.5,trending,+DI>-DI,falling,green_buy,none,63.26,3.4,expanding,1851.0,above,0.65,1852.47,1883.53,1832.03,2035.87,1877.17,below_S1
ALIVUS,351,1133.3,53.2,neutral,falling,none,55.3,62.6,bear,neutral,bearish,below_mid,8.16,True,contracting,above,bullish,above,bull,-4.1,below0,-70.1,neutral,falling,none,43.4,neutral,21.794,23.752,-1.957,below_signal,expanding_neg,bear,above,1133.76,1096.22,1017.3,bullish,rising,below,above,above,39.4,trending,+DI>-DI,rising,green_buy,none,37.16,3.28,expanding,1148.11,below,-1.29,1138.3,1165.4,1106.2,1197.3,1119.5,mid_range
TFCILTD,352,85.03,67.5,neutral,rising,bearish,85.7,82.4,none,overbought,bearish,above_upper,15.47,False,expanding,above,bearish,above,bull,158.5,strong_up,-11.2,overbought,flat,none,69.9,neutral,1.936,1.224,0.712,above_signal,expanding_pos,bull,above,79.14,76.66,69.1,bullish,rising,above,above,above,22.4,transitional,+DI>-DI,rising,green_buy,none,3.51,4.13,expanding,78.93,above,7.73,84.91,86.62,83.32,80.44,71.61,above_R1
AVANTIFEED,351,1024.85,54.4,neutral,rising,bullish,85.0,70.5,none,overbought,bullish,above_upper,13.14,True,expanding,below,bearish,below,none,82.3,above0,-24.8,neutral,rising,bullish,84.6,overbought,-24.007,-44.676,20.669,above_signal,expanding_pos,none,below,982.25,1061.72,1037.9,mixed,falling,above,below,below,31.8,trending,+DI>-DI,falling,green_buy,buy_flip,40.25,3.93,expanding,977.16,above,4.88,1034.92,1053.93,1005.83,958.5,898.5,above_R2
THEMISMED,352,109.9,46.7,neutral,falling,none,26.0,37.9,bear,neutral,none,below_mid,11.74,True,contracting,above,bearish,above,none,-51.9,below0,-90.6,oversold,rising,none,80.6,overbought,1.804,2.791,-0.987,below_signal,expanding_neg,none,above,113.35,108.05,105.87,bullish,rising,below,above,above,29.3,trending,+DI>-DI,falling,green_buy,none,6.27,5.7,contracting,118.76,below,-7.46,111.42,113.47,107.85,123.6,110.61,below_S1
ADANIPORTS,352,1837.4,54.5,neutral,flat,none,48.5,45.2,none,neutral,bearish,above_mid,6.23,True,contracting,above,bullish,above,none,24.1,above0,-49.5,neutral,rising,bearish,69.6,neutral,8.505,10.96,-2.455,below_signal,contracting_neg,none,above,1822.63,1780.57,1590.52,bullish,rising,above,above,above,12.4,choppy,+DI>-DI,falling,green_buy,none,37.02,2.01,contracting,1828.08,above,0.51,1832.0,1846.9,1822.5,1880.0,1779.7,mid_range
CARBORUNIV,351,1059.8,41.6,neutral,falling,none,17.3,16.6,none,oversold,none,below_mid,16.85,True,contracting,above,bearish,above,bear,-69.7,below0,-92.6,oversold,rising,none,34.1,neutral,-5.764,6.381,-12.145,below_signal,contracting_neg,none,below,1101.06,1071.34,965.72,bullish,rising,below,below,above,25.9,trending,-DI>+DI,falling,green_buy,none,40.06,3.78,contracting,1157.56,below,-8.45,1065.1,1080.2,1044.7,1140.7,1056.0,mid_range
RPSGVENT,352,895.3,52.8,neutral,flat,none,59.7,61.6,none,neutral,none,above_mid,11.14,True,expanding,below,bullish,above,none,43.3,above0,-38.6,neutral,rising,none,63.8,neutral,2.265,-1.836,4.101,above_signal,contracting_pos,none,above,886.28,884.09,843.97,bullish,rising,above,above,above,15.9,choppy,+DI>-DI,rising,green_buy,none,28.7,3.21,contracting,882.78,above,1.42,893.13,901.17,887.27,944.85,835.1,mid_range
ZYDUSLIFE,352,1143.7,59.0,neutral,falling,none,65.3,59.8,bull,neutral,none,above_mid,8.16,True,contracting,above,bullish,above,none,40.5,above0,-43.8,neutral,falling,none,68.6,neutral,20.462,22.033,-1.571,below_signal,expanding_neg,bear,above,1128.35,1081.93,989.66,bullish,rising,above,above,above,44.6,trending,+DI>-DI,falling,green_buy,none,25.07,2.19,expanding,1131.25,above,1.1,1145.07,1155.33,1133.43,1177.67,1127.77,mid_range
TANLA,352,584.55,65.2,neutral,rising,none,84.3,78.0,none,overbought,none,above_upper,15.6,True,expanding,above,bullish,above,bull,210.2,strong_up,-18.2,overbought,rising,none,84.3,overbought,13.894,8.702,5.193,above_signal,expanding_pos,none,above,546.73,529.51,527.43,bullish,rising,above,above,above,36.0,trending,+DI>-DI,rising,green_buy,none,20.72,3.55,expanding,554.37,above,5.44,586.85,596.6,574.8,566.08,527.23,above_R2
OLECTRA,352,1346.7,41.9,neutral,falling,none,5.7,6.6,none,oversold,none,below_mid,15.75,True,contracting,above,bullish,above,none,-66.3,below0,-97.3,oversold,falling,none,45.1,neutral,4.209,24.399,-20.19,below_signal,expanding_neg,none,above,1407.21,1353.42,1258.89,bullish,rising,below,below,above,17.1,choppy,-DI>+DI,falling,red_sell,sell_flip,50.19,3.73,contracting,1477.54,below,-8.86,1357.3,1373.6,1330.4,1492.87,1367.17,below_S1
JAGSNPHARM,352,224.08,49.3,neutral,falling,bearish,7.7,10.8,none,oversold,bearish,below_mid,9.24,True,contracting,above,bearish,above,none,-26.7,below0,-95.3,oversold,rising,bearish,86.1,overbought,3.187,5.153,-1.966,below_signal,expanding_neg,none,above,226.72,218.1,207.99,bullish,rising,below,above,above,32.9,trending,+DI>-DI,falling,green_buy,none,9.96,4.44,contracting,241.64,below,-7.27,226.43,229.86,220.66,242.3,225.35,below_S1
QUADFUTURE,352,405.0,48.0,neutral,falling,none,8.8,16.6,none,oversold,none,below_mid,17.1,True,contracting,above,bullish,above,none,-45.5,below0,-97.4,oversold,falling,bullish,49.7,neutral,10.734,19.255,-8.52,below_signal,expanding_neg,none,above,419.09,386.09,357.45,bullish,rising,below,above,above,42.5,trending,+DI>-DI,falling,green_buy,none,22.85,5.64,contracting,438.42,below,-7.62,408.78,414.57,399.22,460.32,388.12,mid_range
506854,351,2684.25,76.7,overbought,rising,none,83.2,74.9,none,overbought,none,above_upper,14.96,True,contracting,above,bullish,above,bull,77.8,above0,-7.8,overbought,rising,none,56.3,neutral,95.867,77.404,18.462,above_signal,expanding_pos,bull,above,2415.56,2296.9,2140.03,bullish,rising,above,above,above,28.7,trending,+DI>-DI,rising,green_buy,none,121.12,4.51,expanding,2448.17,above,9.64,2664.42,2734.83,2613.83,2556.67,2269.17,above_R1
GINNIFILA,350,48.53,48.1,neutral,falling,bearish,23.2,33.3,none,neutral,none,below_mid,21.33,False,contracting,above,bullish,above,none,-22.5,below0,-94.7,oversold,falling,none,64.5,neutral,1.457,2.014,-0.558,below_signal,expanding_neg,bear,above,49.99,47.03,42.25,bullish,rising,below,above,above,23.9,transitional,+DI>-DI,falling,green_buy,none,3.12,6.44,expanding,50.71,below,-4.29,49.31,50.62,47.23,57.17,49.32,below_S1
KSR,158,31.24,50.5,neutral,falling,none,53.2,34.4,bull,neutral,none,above_mid,19.06,False,expanding,below,bearish,above,none,-48.6,below0,-28.3,neutral,falling,none,33.1,neutral,-0.838,-0.839,0.002,above_signal,expanding_pos,bull,below,30.73,31.99,,n/a (short),n/a,above,below,n/a,25.3,trending,-DI>+DI,rising,red_sell,none,1.94,6.19,expanding,30.5,above,2.41,30.34,32.14,29.44,31.81,27.41,mid_range
SPLPETRO,352,693.9,40.1,neutral,falling,none,16.5,25.8,bear,oversold,none,below_mid,9.9,True,contracting,below,bearish,above,bear,-123.7,strong_down,-78.9,neutral,falling,none,36.4,neutral,-1.063,3.28,-4.343,below_signal,expanding_neg,none,below,719.65,715.98,699.32,bullish,rising,below,below,below,14.8,choppy,-DI>+DI,falling,green_buy,none,20.72,2.99,contracting,742.44,below,-6.54,693.38,708.42,678.87,752.03,715.03,below_S1
JYOTISTRUC,352,11.17,38.0,neutral,falling,none,4.7,8.2,none,oversold,bullish,below_mid,9.43,True,contracting,below,bearish,below,bear,-66.8,below0,-97.8,oversold,falling,bullish,41.1,neutral,-0.255,-0.238,-0.017,below_signal,expanding_neg,bear,below,11.64,11.94,12.57,bearish,falling,below,below,below,9.7,choppy,-DI>+DI,rising,red_sell,none,0.41,3.7,contracting,11.76,below,-5.05,11.22,11.31,11.09,12.11,11.28,below_S1
ATGL,352,706.6,46.5,neutral,flat,none,28.4,37.0,bear,neutral,none,below_mid,5.75,True,expanding,inside,bullish,below,bear,-100.7,strong_down,-77.5,neutral,rising,bullish,61.3,neutral,0.286,3.194,-2.909,below_signal,expanding_neg,none,above,716.36,697.59,632.34,bullish,rising,below,above,above,17.2,choppy,+DI>-DI,falling,green_buy,none,24.46,3.46,contracting,722.83,below,-2.25,707.68,714.22,700.07,751.27,695.27,mid_range
AYE,105,168.12,53.4,neutral,falling,none,24.4,27.1,bear,neutral,none,below_mid,11.84,True,contracting,above,bullish,above,none,-24.1,below0,-68.6,neutral,rising,none,58.1,neutral,3.15,4.766,-1.616,below_signal,contracting_neg,none,above,166.9,157.04,,n/a (short),n/a,above,above,n/a,32.5,trending,+DI>-DI,falling,green_buy,none,8.26,4.92,contracting,170.99,below,-1.68,166.85,170.7,164.28,178.19,159.97,mid_range
WSTCSTPAPR,351,520.4,49.6,neutral,falling,none,35.8,44.3,none,neutral,none,below_mid,11.97,True,expanding,above,bullish,above,none,-12.0,below0,-81.9,oversold,rising,none,73.2,neutral,6.444,8.027,-1.583,below_signal,expanding_neg,bear,above,524.56,509.41,473.9,bullish,rising,below,above,above,27.1,trending,+DI>-DI,rising,green_buy,none,18.43,3.54,contracting,532.94,below,-2.35,521.58,527.97,514.02,565.67,513.07,mid_range
POKARNA,352,967.3,46.4,neutral,falling,none,17.2,20.4,none,oversold,none,below_mid,15.28,True,contracting,above,bullish,above,bull,-47.0,below0,-86.7,oversold,falling,none,28.3,neutral,18.387,30.823,-12.436,below_signal,expanding_neg,none,above,997.19,953.17,916.16,bullish,rising,below,above,above,25.8,trending,-DI>+DI,falling,green_buy,none,43.85,4.53,contracting,1056.27,below,-8.42,974.17,998.93,942.53,1081.77,990.67,below_S1
AMBER,352,7804.5,53.5,neutral,rising,none,76.8,77.0,bear,neutral,none,above_mid,9.15,True,contracting,above,bullish,above,bear,85.1,above0,-40.6,neutral,rising,none,75.6,neutral,46.528,7.581,38.946,above_signal,contracting_pos,none,above,7709.99,7660.82,7358.11,bullish,rising,above,above,above,11.0,choppy,+DI>-DI,rising,red_sell,none,243.93,3.13,expanding,7735.99,above,0.89,7872.67,7990.33,7686.83,7946.67,7495.67,mid_range
STEL,352,555.5,49.6,neutral,rising,none,35.9,31.5,none,neutral,none,below_mid,15.14,True,contracting,above,bearish,above,none,-52.5,below0,-63.9,neutral,falling,none,48.0,neutral,3.561,8.749,-5.188,below_signal,contracting_neg,none,above,560.46,538.4,486.7,bullish,rising,below,above,above,19.4,choppy,-DI>+DI,falling,green_buy,none,26.31,4.74,contracting,596.53,below,-6.88,550.75,570.45,535.8,588.77,536.22,mid_range
EXIDEIND,352,435.2,71.6,overbought,flat,none,84.0,79.9,bull,overbought,none,above_mid,16.88,False,expanding,above,bullish,above,none,102.2,strong_up,-2.6,overbought,rising,none,87.2,overbought,11.715,10.804,0.911,above_signal,expanding_pos,none,above,411.48,391.22,367.15,bullish,rising,above,above,above,31.7,trending,+DI>-DI,rising,green_buy,none,11.0,2.53,contracting,411.72,above,5.7,430.1,441.65,423.65,435.65,408.5,mid_range
LINCOLN,350,597.0,39.3,neutral,falling,none,25.5,26.5,none,neutral,bullish,below_mid,6.56,True,contracting,below,bearish,below,bear,-112.8,strong_down,-82.5,oversold,falling,bullish,36.4,neutral,-9.126,-8.396,-0.73,below_signal,expanding_neg,bear,below,614.71,624.25,591.02,mixed,rising,below,below,above,15.4,choppy,-DI>+DI,rising,red_sell,none,18.47,3.09,contracting,618.51,below,-3.48,595.83,601.62,591.22,625.95,601.05,below_S1
TRITURBINE,352,615.25,42.0,neutral,rising,none,30.5,27.5,none,neutral,none,below_mid,22.54,True,expanding,inside,bearish,below,bear,-88.5,below0,-80.5,oversold,falling,none,45.7,neutral,-12.712,-8.324,-4.388,below_signal,contracting_neg,none,below,640.79,635.81,576.4,bullish,rising,below,below,above,19.2,choppy,-DI>+DI,falling,red_sell,none,26.53,4.31,contracting,668.52,below,-7.97,618.63,625.62,608.27,648.8,581.3,mid_range
GROWW,171,208.3,55.7,neutral,rising,none,67.3,73.8,bear,neutral,none,above_mid,11.21,True,expanding,above,bearish,above,bull,83.4,above0,-39.5,neutral,rising,bullish,62.4,neutral,2.99,2.314,0.676,above_signal,contracting_pos,bull,above,202.82,197.98,,n/a (short),n/a,above,above,n/a,23.3,transitional,+DI>-DI,rising,green_buy,none,8.25,3.96,expanding,205.09,above,1.56,208.93,213.01,204.21,211.48,193.19,mid_range
TIIL,350,2538.3,52.7,neutral,flat,none,27.1,19.3,bull,neutral,none,above_mid,8.29,True,expanding,above,bearish,above,bear,-7.0,below0,-51.6,neutral,falling,none,40.5,neutral,-13.195,-8.592,-4.603,below_signal,contracting_neg,none,below,2513.26,2504.28,2451.63,bullish,rising,above,above,above,11.2,choppy,+DI>-DI,falling,red_sell,none,76.54,3.02,contracting,2549.9,below,-0.45,2529.43,2608.87,2458.87,2554.17,2429.87,mid_range
JINDWORLD,352,32.2,64.9,neutral,rising,none,63.4,58.1,none,neutral,none,above_mid,12.54,True,expanding,above,bullish,above,none,187.2,strong_up,-43.0,neutral,rising,none,97.6,overbought,0.409,0.257,0.152,above_signal,expanding_pos,bull,above,30.21,29.22,31.64,mixed,falling,above,above,above,30.5,trending,+DI>-DI,rising,green_buy,none,1.63,5.07,expanding,32.11,above,0.29,32.84,34.58,30.46,30.45,28.25,above_R2
MOTHERSON,352,144.17,51.4,neutral,flat,none,41.8,36.2,bull,neutral,none,below_mid,8.57,True,expanding,above,bearish,above,none,-26.5,below0,-45.9,neutral,rising,none,30.4,neutral,0.215,0.867,-0.653,below_signal,contracting_neg,none,above,144.09,140.5,124.54,bullish,rising,above,above,above,21.1,transitional,-DI>+DI,falling,green_buy,none,3.97,2.75,contracting,146.47,below,-1.57,144.34,145.67,142.84,149.09,137.0,mid_range
SILVERTUC,352,197.72,60.6,neutral,rising,none,78.1,80.3,bear,neutral,none,above_mid,13.66,True,contracting,above,bearish,above,none,89.0,above0,-20.7,neutral,rising,none,55.0,neutral,4.517,3.781,0.737,above_signal,expanding_pos,bull,above,187.97,180.06,310.87,mixed,falling,above,above,below,15.5,choppy,+DI>-DI,falling,green_buy,none,9.81,4.96,expanding,187.61,above,5.39,195.5,202.01,191.22,190.58,171.21,above_R1
MSTCLTD,352,594.55,41.2,neutral,falling,bearish,11.4,17.6,none,oversold,bearish,below_lower,18.69,True,contracting,above,bullish,above,none,-76.0,below0,-97.9,oversold,falling,bearish,62.4,neutral,13.579,30.594,-17.016,below_signal,expanding_neg,none,above,649.03,593.69,515.8,bullish,rising,below,above,above,32.4,trending,-DI>+DI,falling,red_sell,sell_flip,35.27,5.93,expanding,685.34,below,-13.25,608.55,625.8,577.3,727.52,630.17,below_S1
PLASTIBLEN,352,198.57,65.0,neutral,rising,bearish,64.6,67.4,bear,neutral,none,above_mid,20.58,False,expanding,above,bullish,above,none,154.5,strong_up,-36.8,neutral,rising,bearish,88.3,overbought,6.523,4.3,2.223,above_signal,contracting_pos,bull,above,185.3,176.5,169.7,bullish,rising,above,above,above,27.4,trending,+DI>-DI,rising,green_buy,none,9.09,4.58,expanding,198.19,above,0.19,201.06,204.46,195.17,188.48,172.58,above_R2
SURYODAY,351,179.79,52.1,neutral,flat,none,56.0,66.8,bear,neutral,bearish,above_mid,13.15,True,expanding,above,bullish,above,none,21.4,above0,-67.0,neutral,rising,bearish,66.6,neutral,4.139,4.15,-0.011,below_signal,expanding_neg,bear,above,180.02,171.54,150.72,bullish,rising,below,above,above,39.0,trending,+DI>-DI,rising,green_buy,none,7.31,4.07,expanding,181.04,below,-0.69,181.41,185.52,175.68,190.91,175.01,mid_range
WELENT,352,626.3,71.9,overbought,rising,none,86.7,83.7,none,overbought,none,above_mid,13.47,True,contracting,above,bullish,above,none,52.2,above0,-14.3,overbought,rising,none,70.8,neutral,20.036,20.173,-0.137,below_signal,expanding_neg,bear,above,601.25,566.5,520.25,bullish,rising,above,above,above,41.5,trending,+DI>-DI,falling,green_buy,none,17.48,2.79,contracting,606.88,above,3.2,625.53,631.97,619.87,630.03,593.98,mid_range
AVG,351,201.59,55.6,neutral,falling,none,45.4,50.2,bear,neutral,none,above_mid,25.88,False,contracting,above,bullish,above,none,15.3,above0,-61.6,neutral,rising,none,93.1,overbought,8.882,10.492,-1.61,below_signal,expanding_neg,bear,above,199.15,184.24,184.23,bullish,rising,above,above,above,44.6,trending,+DI>-DI,falling,green_buy,none,12.39,6.15,contracting,200.33,above,0.63,205.46,210.92,196.13,231.19,191.74,mid_range
RPGLIFE,352,2859.8,70.2,overbought,rising,none,90.2,87.0,bull,overbought,none,above_mid,38.87,False,expanding,above,bullish,above,none,120.4,strong_up,-18.3,overbought,rising,none,93.7,overbought,168.589,122.24,46.348,above_signal,contracting_pos,none,above,2590.61,2397.47,2238.0,bullish,rising,above,above,above,42.6,trending,+DI>-DI,rising,green_buy,none,124.76,4.36,expanding,2708.68,above,5.58,2875.27,2924.43,2810.63,3041.67,2519.47,mid_range
ANTHEM,248,777.0,56.4,neutral,rising,none,48.3,30.5,bull,neutral,none,above_mid,5.07,True,contracting,above,bearish,below,bear,58.0,above0,-15.6,overbought,rising,none,66.8,neutral,-2.589,-2.782,0.193,above_signal,expanding_pos,bull,below,762.77,759.55,728.77,bullish,rising,above,above,above,13.3,choppy,+DI>-DI,falling,red_sell,none,17.95,2.31,contracting,764.89,above,1.58,771.52,788.43,760.08,775.8,738.05,above_R1
KSB,352,903.6,46.9,neutral,falling,none,13.9,18.2,none,oversold,none,below_lower,6.09,True,contracting,above,bullish,above,bull,-41.9,below0,-83.4,oversold,rising,none,37.9,neutral,11.033,18.178,-7.146,below_signal,expanding_neg,none,above,917.84,892.15,826.4,bullish,rising,below,above,above,23.4,transitional,-DI>+DI,falling,green_buy,none,25.13,2.78,contracting,937.61,below,-3.63,903.53,917.42,889.72,954.83,918.83,below_S1
